"item_id","item","label",,,,,,
"'575736933755805696'","RT @WVAsia: First photos coming from our staff in Vanuatu. Scenes of absolute destruction #CyclonePam http://t.co/mcYkdp3i1Q","earthquake",,,,,,
"'575736980966785024'","RT @MoveTheWorld: Day 1 in #Vanuatu protecting animals after #TCPam - our team feeds the Pelam family's dogs Snoopy and Blackie http://t.co‰Û_","earthquake",,,,,,
"'575737015599259648'","RT @johnspatricc: ‰ Õ http://t.co/9z4wqfWL8X Tropical Cyclone Pam: Vanuatu aid workers call for patience amid massive ... #Vanuatu   466","earthquake",,,,,,
"'575737024310697984'","Vanuatu begins relief efforts after massive cyclone hits, struggles to assess damage http://t.co/9ddYSmg2Ti","earthquake",,,,,,
"'575737043071930368'","United Nations 'fears the worst' after typhoon batters Vanuatu #Vanuatu. http://t.co/9Q3rRIj8fC","earthquake",,,,,,
"'575737048994217984'","Cyclone sets country back years: Jacobeth Nilah wails in pain in the storm-battered hospital. http://t.co/4fdcTAV10f","earthquake",,,,,,
"'575737189646090240'","Creatine-enriched, high-protein Cyclone Milk 'world's first': MaxiNutrition http://t.co/EoQz1YStb5 via @NutraEurope","not informative",,,,,,
"'575737292913963008'","RT @smitharyy: ‰ Õ http://t.co/esrN2fllJF #CyclonePam Cyclone Pam Cyclone Pam 'sounds like a freight train' http://t.co/ILF88iZm75","earthquake",,,,,,
"'575737350430420992'","Pam Anderson -- Rick Salomon Made $40 Mil Last Year ... Playing Poker with ONE GUY!!! http://t.co/nWTxrt6aSR","not informative",,,,,,
"'575737382969962496'","RT @MarchAustralia: Our thoughts are with Vanuatu and other Pacific countries hit by this cyclone. http://t.co/NHciwks1pP","earthquake",,,,,,
"'575737419057618944'","http://t.co/oomvAwbZZt Vanuatu takes direct hit from Cyclone Pam, possibly worst in ... #retweet #news http://t.co/rRYktLT4eN","earthquake",,,,,,
"'575737437428707328'","RT @adra_nz: Here is the promo video for tomorrows offering for Vanuatu! Please share with your friends and families today! http://t.co/Wy2‰Û_","earthquake",,,,,,
"'575737616244543488'","I'm tryin so hard not to laugh while Pam got this hot comb to my hair ‡_Ê2‡_Ê2","not informative",,,,,,
"'575737639497682944'","The BBC could have checked Wikipedia for the truth about Cyclone Pam: The storm which devastated Vanuatu is no... http://t.co/1jPEoP9Nlx","earthquake",,,,,,
"'575737656388251649'","Pam Anderson Files Restraining order Against Rick Solomon ... Allegations of 'Serial Baby Killer' http://t.co/DILmHlxuVC","not informative",,,,,,
"'575737691179868160'","Feeling for the beautiful people of Vanuatu. Recovery will take a long time. http://t.co/ZdG4eF6rh9","earthquake",,,,,,
"'575737693369294848'","RT @AJENews: Vanuatu president says ""monster"" cyclone destoyed or damaged 90% of buildings in capital http://t.co/SjUCDu6epc http://t.co/Mw‰Û_","earthquake",,,,,,
"'575737709605613569'","Still awake. Watching Cyclone Pam on earthwindmap. Very near East Cape, North Island now. http://t.co/EDRr9SFcvS","earthquake",,,,,,
"'575737716765159424'","Thousands wait for relief in Vanuatu as death toll inches up: Thousands of people left homeless by a fierce cy... http://t.co/sslKmkGUxG","earthquake",,,,,,
"'575737826702135297'","RT @UNICEF: About 2 in 3 children in #Vanuatu in need of humanitarian assistance http://t.co/STtLs7uBT1 #CyclonePam http://t.co/NieXzcuCdt","earthquake",,,,,,
"'575737841344495618'","Christian Worship Rises amid Vanuatu Destruction http://t.co/joZ7QFF3Uf","earthquake",,,,,,
"'575737842325929984'","RT @TimesofIsrael: After cyclone, Israeli mission provides relief in Vanuatu http://t.co/yHHLCj5Yvm","earthquake",,,,,,
"'575737866698911745'","@LMBR_50 Cricket communities rally behind Vanuatu: ICC, Cricket Australia and New Zealand Cricket pitch in to held the people of Vanu...","earthquake",,,,,,
"'575737885971742720'","RT @PieroHearts: PAM(Piero Amzing Select)  Photo @Ju7909 http://t.co/wCnzep5yxV","not informative",,,,,,
"'575737898231693313'","Vanuatu cyclone: First aid reaches islands ravaged by Pam - BBC News:      15 March 2015 Last upd... http://t.co/GaYxoSYBkt #worldnews","earthquake",,,,,,
"'575737966582108161'","#Entertainment #Buzz Custom Pam Anderson neck plate Strat/Telecaster http://t.co/RLl2OHD5GU #Buy #Discount","not informative",,,,,,
"'575738022047649793'","Tropical Cyclone Pam Kills at Least Six People in Vanuatu - Wall Street Journal http://t.co/KnrgDHbEfW","earthquake",,,,,,
"'575738025180725248'","Aid worker in cyclone-hit Vanuatu: 'Holding on for dear life':  Early reports from Vanuatu said at least six p... http://t.co/4fEC4KN5V9","earthquake",,,,,,
"'575738117346435072'","Vanuatu cyclone: grave concern for outlying villages - The Australian: The AustralianVanuatu cyclone: grave co... http://t.co/j8nIv63Mnm","earthquake",,,,,,
"'575738169120829440'","Cyclone Pam Delays Volvo Ocean Race Start, Leg 5 Auckland-Itajai, #VOR #BWR2015  #sailing Videos http://t.co/3mme83KJ32","earthquake",,,,,,
"'575738183197069312'","RT @ClimateReality: Baldwin Lonsdale, Vanuatu‰Ûªs president, on #CyclonePam: climate change contributes to these extreme weather events http:‰Û_","earthquake",,,,,,
"'575738227820249088'","Cyclone Hits Island Nation of Vanuatu and Kills 6 http://t.co/jMbVQ7K9gR","earthquake",,,,,,
"'575738277786951681'","Come out and let's show Pam some love and wish her a Happy Birthday! Outside Oyster Roast at noon, then... http://t.co/3nc7kyuRLU","not informative",,,,,,
"'575738314856120320'","RT @narendramodi: MEA will provide immediate financial assistance to people of Vanuatu. We stand shoulder to shoulder with Vanuatu in this ‰Û_","earthquake",,,,,,
"'575738326159867905'","RT @3AW693: There's reports ravaged Vanuatu experienced an eight-metre storm surge as a result of #CyclonePam.","earthquake",,,,,,
"'575738350671257600'","Uff!! it caught ","-) 'Unbelievable destruction' reported in Tropical Cyclone Pam's wake - CNN: CNN'Unbe... http://t.co/q1a04GR7IS #gossip","earthquake",,,,,
"'575738368341897216'","A week after Vanuatu cyclone, some homeless still await help http://t.co/jGwZWXmp34","earthquake",,,,,,
"'575738467226927104'","MY VERY RUDE FURTHER ADVENTURES $2.99 Amazon US http://t.co/HGWiDqsxvK UK http://t.co/M6tnL8K2OE More of Pamå«s story.","not informative",,,,,,
"'575738509140480000'","Cyclone Pam May Be 'One of The Worst in Pacific History': UNICEF: Super Tropical Cyclone Pam could be one of t... http://t.co/yaciAQ8sC0","earthquake",,,,,,
"'575738527251439617'","RT @EmrgencyKittens: A cat can work out mathematically the exact spot to sit to cause the most inconvenience. -Pam Brown http://t.co/kseM7W‰Û_","not informative",,,,,,
"'575738572931751938'","#News #TV #Media Cyclone Pam: Vanuatu Grapples With Devastation After Deadly Storm‰Û_ http://t.co/dw2aEP7CXN","earthquake",,,,,,
"'575738640577486848'","Aquamarine - Spring Color by Pam http://t.co/Xd88Z2PTJd  #artisanbot #udobiz #decor #jewelry #art #gifts","not informative",,,,,,
"'575738655932702720'","We are tipping Hidden Cyclone to blow his Ryanair Chase rivals this afternoon at 2:40pm. Race preview here. http://t.co/DOJT0oPu4N","not informative",,,,,,
"'575738734802432001'","RT @muftimenk: Not many have heard of Vanuatu. Keep them in our prayers as massive cyclone rips the country. May the Almighty protect and g‰Û_","earthquake",,,,,,
"'575738828331188224'","RT @aureliabalpe: #SamoaRedCross liaising with its Government to send relief stocks to Tuvalu on Pacific Patrol boat #MVNAFANUA to Tuvalu #‰Û_","earthquake",,,,,,
"'575738832030560256'","RT @LIVENewsDesk: Tropical Cyclone Pam now a category 3 as it approaches New Zealand - winds at Cape Reinga gusting up to 130 k's an hour e‰Û_","earthquake",,,,,,
"'575738837051174913'","#thetwittazine @writerswebla #SueMee@TheSueMee Those runnin Vanuatu should b#Ashamed THE BOLT REPORT SUPPORTERS GROUP http://t.co/ajLfNUhpzR","earthquake",,,,,,
"'575738863659925504'","RT @MissionBlue: Our partners at Island Reach joining recovery efforts as #Vanuatu deals with #Cyclone Pam. http://t.co/iJteN3T1kb http://t‰Û_","earthquake",,,,,,
"'575738871205363712'","While waiting for cyclone Pam to pass  LMAO @NataliaKills ‡_Ê2‡_Ê2‡_Ê2 http://t.co/NgsvfMKOmD","earthquake",,,,,,
"'575738883448664064'","BREAKING: Cyclone devastates Vanuatu - Financial Times: New York TimesCyclone devastates Va... http://t.co/qrhw1DF85E #Khaatumo #Khatumo","earthquake",,,,,,
"'575738910094962688'","Cyclone-hit Vanuatu appeals for help http://t.co/IrwrW2KtYh","earthquake",,,,,,
"'575738966130954240'","RT @tpwkelly: #gippsnews MT @VEGAidCampaign is here!    Benefit concert for Vanuatu Cyclone relief. http://t.co/hTxgIT6xgs http://t.co/WjDS‰Û_","earthquake",,,,,,
"'575738991795900416'","Food running critically short in Vanuatu as entire islands described as http://t.co/B9hbucSXwP","earthquake",,,,,,
"'575739015372095488'","RT @AJENews: Vanuatu in desperate appeal for aid after devastating cyclone. Dozens feared dead. http://t.co/7bSsL6m51k http://t.co/XO8miB1R‰Û_","earthquake",,,,,,
"'575739020245774336'","#xfactornz ""I was worried about Cyclone Pam..."" But why?","not informative",,,,,,
"'575739020946227201'","Vanuatu‰Ûªs cyclone plight could soon become the norm: the struggle for climate justice for small island states  http://t.co/2qSqk4ANf8","earthquake",,,,,,
"'575739022514896896'","RT @TobyHater: Jim is a friend of mine. So the only people this crush really concerns is Jim and Pam, and me.","not informative",,,,,,
"'575739022988828673'","PM shares sorrow and pain of those affected by cyclone in Vanuatu http://t.co/F2m06gvvXK via @narendramodi","earthquake",,,,,,
"'575739029775233025'","RT @ABCemergency: #CyclonePam: The Red Cross has also launched an appeal to help those in Vanuatu. Details at http://t.co/hKpBGecttx. http:‰Û_","earthquake",,,,,,
"'575739031738146818'","RT @CAREAustralia: #CyclonePam was the strongest cyclone to hit #Vanuatu in recorded history. You can help: http://t.co/JGibG2g0zs http://t‰Û_","earthquake",,,,,,
"'575739033394900992'","RT @narendramodi: The devastation caused by Cyclone Pam in Vanuatu is extremely unfortunate. I share the sorrow &amp"," pain of all those who hav‰Û_","earthquake",,,,,
"'575739034749685760'","RT @UNICEFNZ: @professorPK We've also opened an urgent appeal for the children of #Vanuatu: http://t.co/IBp1ogAJp6. Please share! #TCPam #C‰Û_","earthquake",,,,,,
"'575739038595833856'","'Cyclone college' brings hope to India's vulnerable coastal community http://t.co/3WX3a5EXRA","earthquake",,,,,,
"'575739040797884416'","Dozens feared dead after Super Cyclone Pam slams into Vanuatu, in pictures: Terrifying tropical cyclone crosse... http://t.co/jcPSjCrqmN","earthquake",,,,,,
"'575739042353934336'","RT @billmckibben: As rescuers start to reach Vanuatu's outer islands, they find people having to drink saltwater to stay alive http://t.co/‰Û_","earthquake",,,,,,
"'575739096116523008'","Australian cyclone makes landfall, losses strength - SYDNEY (Reuters) - A åÊpowerful tropical cyclone was losing st... http://t.co/T6G2Dm5aqX","earthquake",,,,,,
"'575739114076569600'","Cyclone Pam Leaves Trail of Destruction in Pacific's Vanuatu http://t.co/onIpscUcbH #international","earthquake",,,,,,
"'575739156485144576'","RT @UNDP_Pacific: #Vanuatu Gov has demonstrated commitment to ensuring #TCPam response is coordinated &amp"," well planned says our Rep #OsnatLub‰Û_","earthquake",,,,,
"'575739164894883841'","As U.N. Backs Fossil Fuel Divestment, Bill McKibben on Vanuatu, Oxford Vote, California Water Crisis http://t.co/cp9riZIYX4","not informative",,,,,,
"'575739170754166784'","Pam Courson (wife of Jim Morrison, 1960s,70s) via /r/OldSchoolCool http://t.co/PAOoz0CE2m http://t.co/TFknibzoYg","not informative",,,,,,
"'575739189536382976'","RT @katastraphe007: @TMZ it's so shameful to disgrace sam's good name for a fake story! none of this is true and hurtful to me as his gf. p‰Û_","not informative",,,,,,
"'575739205466238976'","Death toll rises in Vanuatu cyclone to 24 dead  http://t.co/18285KPGfJ","earthquake",,,,,,
"'575739263288877057'","Pam Grier is vintage fine.","not informative",,,,,,
"'575739322349043713'","RT @bbcweather: Weaker #CyclonePam heading to #NewZealand. North of North Island expecting 70mph winds, 100mm rain &amp; big waves. DB http://t‰Û_","earthquake",,,,,,
"'575739458424807425'","Tropical cyclone Pam, one of the strongest tropical cyclones in recorded history has caused devastation in Vanuatu, now  headed for for NZ","earthquake",,,,,,
"'575739460580548608'","President: Cyclone devastation forcing Vanuatu to start anew: WELLINGTON, New Zealand (AP) ‰ÛÓ Vanuatu's preside... http://t.co/uGWGzKqBhy","earthquake",,,,,,
"'575739466649731074'","Huge Pacific cyclone devastates Vanuatu, at least eight dead http://t.co/PbkvfyabIB #EMM","earthquake",,,,,,
"'575739473075531777'","RT @robwoozle: ZoÌÇ will be on @666canberra ABC radio at about 7:20am live from Vanuatu. Live stream here if you're not in Canberra: http://‰Û_","earthquake",,,,,,
"'575739524644372481'","RT @AP: Pacific island nation of Vanuatu, already suffering from climate change, devastated by Cyclone Pam: http://t.co/yrJPllsgNr","earthquake",,,,,,
"'575739573227024384'","Cyclone Pam: scale of destruction emerges as Vanuatu picks up the pieces ‰ÛÒ in pictures: Relief efforts continu... http://t.co/9cxcFsEuOk","earthquake",,,,,,
"'575739674251128832'","Pam 'wiped out' Vanuatu development: Cyclone Pam has ""wiped out"" development in Vanuatu, its president says, a... http://t.co/iL13P7FWE7","earthquake",,,,,,
"'575739728873459713'","#News: At least 8 dead after Cyclone Pam rips through Vanuatu - VIDEO: Dozens feared dead aft... http://t.co/kfMfxL7X2k via @TheNewsHype","earthquake",,,,,,
"'575739748641206272'","Cyclone over in the something islands killed 6 people. Damn. #scary","earthquake",,,,,,
"'575739769180811266'","10:11AM 13 March Vanuatu is there under #TCPam somewhere. Gud luck lo evriwan wea i stap lo #Vanuatu naoia! http://t.co/9aGI3i0bgc","earthquake",,,,,,
"'575739780564172800'","RT @HumanityRoad: MT @mapaction MapAction Vanuatu - #CyclonePam map digest for 19/03/2015 - http://t.co/nrRu6VuVx7 #TCPam #reliefVU #hmrd v‰Û_","earthquake",,,,,,
"'575739811283275776'","Cyclone Pam: Vanuatu 'needs food' http://t.co/ZlyEafDHzv","earthquake",,,,,,
"'575739841511571457'","RT @FayFerrucci: When Pam calls iris ""sistaz"" lol #isibaya","not informative",,,,,,
"'575739844850270208'","'Unbelievable Destruction' Reported After Cyclone Slams Vanuatu http://t.co/mpT7ekXNDm","earthquake",,,,,,
"'575739845487755264'","RT @FrancesCook: Conservative estimate, 70% of Port Vila hospital unusuable. Can't chill medicine, they're short of blood. #CyclonePam http‰Û_","earthquake",,,,,,
"'575739867256086529'","RT @Franklin_Graham: We are sending a @samaritanspurse medical team to set up a mobile clinic with outpatient care for victims of #CycloneP‰Û_","earthquake",,,,,,
"'575739911552241664'","VIDEO: Australia and NZ fly aid to Vanuatu http://t.co/iogxWN1FRY","earthquake",,,,,,
"'575739941076013057'","In a country ripe for natural disasters, this Vanuatu man has survived them all, @nickgbperry reports: http://t.co/n6ms4TYLRu Via @ap","earthquake",,,,,,
"'575739949590282240'","RT @cnnbrk: 6 people confirmed dead in Pacific Island nation of Vanuatu from destruction by Tropical Cyclone Pam, UNICEF said. http://t.co/‰Û_","earthquake",,,,,,
"'575740031933022209'","RT @gstylianou_rnz: Great video/words/pics by @scowlishaw and Lawrence Smith. #TCPam #Vanuatu http://t.co/8taBXPD9HF","not informative",,,,,,
"'575740048655585280'","RT @ScheuerJo: Vanuatu: at the apex of #climate change, disaster risk reduction, and recovery #DRR @UNDP http://t.co/A0XcfFWj3m","earthquake",,,,,,
"'575740193631789057'","Seriously Jim makes me weak in the knees with the way he talks about Pam‰_•ü‡_¢D","not informative",,,,,,
"'575740280193740800'","RT @mercycorps: We are monitoring conditions &amp"," needs on the ground after massive Cyclone Pam devastates islands of #Vanuatu: http://t.co/Wq‰Û_","earthquake",,,,,
"'575740280466464768'","‰ÛÏ@yeyii7_4mnky: Pam‡_ä7 http://t.co/y7SCxqfLLc by jayvelisse #phhhoto‰Û ‰_•ü‰_•ü‰_•ü‰_•ü","not informative",,,,,,
"'575740333805453314'","RT @TheAtlantic: Photos from the island nation of Vanuatu, which was devastated by Cyclone Pam on March 13  http://t.co/OusmEOhA1e http://t‰Û_","earthquake",,,,,,
"'575740345117372416'","RT @mcgregor_ewan: Up to 60,000 children at risk after #CyclonePam hits #Vanuatu &amp; region Please donate to help Unicef's rapid response htt‰Û_","earthquake",,,,,,
"'575740409634254848'","RT @LukeScheer: @ZachIsADouche CyclONE AND DONE has a good ring to it.","not informative",,,,,,
"'575740430731509761'","First time we've been back to Iririki post-#TCPam. Yachts impaled into the jetty, no power. We can't return just yet. http://t.co/f1Fgs53HPb","not informative",,,,,,
"'575740494900125696'","RT @OxfamFC: Cyclone Pam Response http://t.co/u11hyK8Mnt","earthquake",,,,,,
"'575740496414294016'","RT @CNN: Aid workers scramble to help Cyclone Pam victims in Vanuatu: http://t.co/PmVmrl6RZW http://t.co/S9oQhF8zqj","earthquake",,,,,,
"'575740497391583232'","RT @smitharyy: ‰ Õ http://t.co/8UWj6hzdEL Vanuatu #Vanuatu Flights Over Vanuatu Are Expected to Reveal Cyclone Devastation 59  Newfoundland C‰Û_","earthquake",,,,,,
"'575740499987824640'","RT @CAREAustralia: Our @thomasmperry landed in #Vanuatu at midday on first aid flight &amp"," got first pics out #TCpam http://t.co/zezTtF5cet","earthquake",,,,,
"'575740500252098560'","RT @UsamaAdil: Because she moves her body like a cyclone~","not informative",,,,,,
"'575740500424065024'","RT @unicefaustralia: ""I have to be strong for them...The children here need food, clothes, shoes."" #CyclonePam http://t.co/oFIuk1YLx2 https‰Û_","earthquake",,,,,,
"'575740501397143552'","VIDEO: Cyclone Pam: 'My hotel is shaking' http://t.co/9O5bHE18ii","earthquake",,,,,,
"'575740502353428480'","RT @Yunaaaa: Some 54kåÊ#childrenåÊinåÊ#VanuatuåÊare affected by cyclone Pam.åÊ@UNICEFåÊis on the ground but needs your help. Go http://t.co/q55QU‰Û_","earthquake",,,,,,
"'575740503242625024'","Fears Dozens Killed By Powerful Cyclone Pam via /r/worldnews http://t.co/rESXToWKL6","earthquake",,,,,,
"'575740504421220352'","Aid Heads for Vanuatu After Devastating Pacific Cyclone: The first shipments of aid headed for Vanuatu on Sunday as authorities decla...","earthquake",,,,,,
"'575740504484130816'","Cyclone Pam: Australia sends more personnel to Vanuatu (What about helping out with #climatechange as well? #Auspol) http://t.co/7Rmy24fpdu","earthquake",,,,,,
"'575740504760975360'","Vanuatu Blames Global Warming as Cyclone Causes Nation‰Ûªs Worst Climate Disaster in Recent Memory | Democracy Now! http://t.co/tFCrHlUfFP","earthquake",,,,,,
"'575740507524984833'","Devastated Vanuatu starts to get aid: The first planeloads of international aid arrive on the Pacific archipel... http://t.co/eiPIHFauGY","earthquake",,,,,,
"'575740508011548672'","One report: Cyclone Pam leaves 'most' of #Vanuatu population homeless. ABC: http://t.co/PChdgmBx3z #auspol Australia sends aid.","earthquake",,,,,,
"'575740508049309696'","Cyclone Pam 'roared, squealed, hissed' as it hit  http://t.co/6X2YsiPv8H","earthquake",,,,,,
"'575740508695195648'","#NRLTigersDragons #news Two more planes headed to cyclone zone - Sky News Australia  http://t.co/3vuDOud9xf","earthquake",,,,,,
"'575740510901420032'","[RSMC-JMA] Tropical Cyclone Advisory for Analysis and Forecast 2015-03-16T09:00:00Z http://t.co/zvpzB1upQo","earthquake",,,,,,
"'575740513795473408'","RT @Oxfam: ""People of #Vanuatu are going to need a lot of help to rebuild their homes and their lives"", #CyclonePam http://t.co/g5UMHtL211","earthquake",,,,,,
"'575740513799704576'","Just in: Bishop announces $5 million aid package for cyclone-hit Vanuatu http://t.co/uiqd9gHWNu #news","earthquake",,,,,,
"'575740514114252800'","RT @Solar_unique: Lmaoooooooooo ""@Dxski_: Girls. Call your boyfriends NOWWWWW!   Know your place.  Pam, Pam, Pam, another 11 years don come‰Û_","not informative",,,,,,
"'575740514894413824'","Race to aid Vanuatu cyclone victims http://t.co/hBSbFB6GLr","earthquake",,,,,,
"'575740515196391425'","Cyclone Pam: 'Like a bomb': The fury of Tropical Cyclone Pam, one of the most powerful storms to make landfall... http://t.co/zoJIox9qbA","earthquake",,,,,,
"'575740516022669313'","#Indonesia #Bahrain Cyclone PAM leaves death and destruction on its path in the Pacific http://t.co/bGgWkgbCuF #Brazil #Argentina","earthquake",,,,,,
"'575740519776567297'","RT @guardiannews: Cyclone Pam: Vanuatu hit by death and widespread devastation ‰ÛÒ rolling coverage http://t.co/AhYUEWa0oE","earthquake",,,,,,
"'575740520758038529'","RT @WorldVisionMsia: Pray for the people of Vanuatu as #CyclonePam at category 5, which is the strongest, moves  towards Vanuatu with winds‰Û_","earthquake",,,,,,
"'575740521349435393'","RT @ABCNews24: Cat 5 #CyclonePam is one of the strongest ever storms recorded in S hemisphere Image: Vanuatu Meteorological Services http:/‰Û_","earthquake",,,,,,
"'575740521890476032'","@FijiGov_RMDNDM 40 Fijian soldiers &amp"," medical personnel arrived today in Port Vila to assist #Vanuatu http://t.co/IndQU4gw8i #TCPam #hmrd","earthquake",,,,,
"'575740523299778560'","Stories of despair and destruction from Cyclone Pam survivors:  Cyclone Pam has caused widespread devastation ... http://t.co/yKAVJG8jOa","earthquake",,,,,,
"'575740523920535553'","Around 82,000 children in Vanuatu in need of humanitarian assistance following Cyclone Pam, aid agency says - @UNICEF http://t.co/nNb6O6z7LZ","earthquake",,,,,,
"'575740525501771776'","RT @Schafernaker: Nice avo salad tonight looked like a cyclone! :P http://t.co/8Mb8SYX2Uu","earthquake",,,,,,
"'575740525602455552'","RT @nicdasilva: Hanging with #Vanuatu locals in 2005. And now they need our help. #CyclonePam @UNWomenAust  https://t.co/sPgw2q7AoB http://‰Û_","earthquake",,,,,,
"'575740526961393664'","RT @OCHAAsiaPac: Team landed in Brisbane. Access to devastated islands of #Vanuatu is challenging. #CyclonePam caused major damage. http://‰Û_","earthquake",,,,,,
"'575740527913537536'","Next - relief for loved ones after contact is made from #Vanuatu #7newsQ continues http://t.co/5fyPdSAUys","earthquake",,,,,,
"'575740528546832384'","RT @abcnews: Aid to head to #Vanuatu's remote islands to survey #CyclonePam damage http://t.co/rk5GQdoSWK (Pic: @UNICEFPacific) http://t.co‰Û_","earthquake",,,,,,
"'575740528920125440'","#tropicalstorm #Guam: 0700 ChST 15 Mar 15 NWS Guam forecast track, Tropical Storm Bavi (03W). http://t.co/D79laflys9 #Bavi #BettyPH #03W","earthquake",,,,,,
"'575740529125646336'","Nouveau favori : Her Crazy Life - [The Dave Cash Collection] de Pam Tillis http://t.co/uCGozrkkyC @Deezer","not informative",,,,,,
"'575740529889050625'","RT @newscientist: #Vanuatu has been smashed by cyclone Pam - and climate change is probably to blame http://t.co/3qW99KnB4q http://t.co/K5t‰Û_","earthquake",,,,,,
"'575740532384620544'","@UN_Spokesperson: yes sir, i know ur dealing w the cyclone","not informative",,,,,,
"'575740534662156288'","Sonando en http://t.co/CqdhknPfNi: #DJOmarCedeÌ±o Ft. @DjEdu593 - Pum Pam Riddim - Intro | @officialecua","not informative",,,,,,
"'575740535148711936'","RT @TobyHater: Pam, you failed art school. Boom. Roasted.","not informative",,,,,,
"'575740535173861376'","RT @DeniseJonas: #Repost @convoyofhope with repostapp.‰¡‹ÄÈ‹ÄÈ‹ÄÈ‰¡We have teams on their way to Vanuatu in response to‰Û_ https://t.co/KUSoymtU1o","earthquake",,,,,,
"'575740536159494145'","BBCWorld: Aerial photos show devastation caused by Cyclone Pam to Vanuatu capital Port Vila http://t.co/y4mSj12SF1 http://t.co/wnr6e9rNhY","earthquake",,,,,,
"'575740536218259456'","MT @kenny_ang #Vanuatu-Unelco trying to fix power in &amp; around Port Vila, many power lines need to be cleaned up or replaced #TCPam #hmrd via","earthquake",,,,,,
"'575740536763609090'","RT @CainTess: Today is going to be very busy as NDMO &amp"," NGO partners start distributing the first lot of food aid - the logistics are mind-b‰Û_","not informative",,,,,
"'575740536864120832'","Tropical Cyclone Pam: Julie Bishop visits Vanuatu to assess damage after storm - ABC Online http://t.co/7FZ0k7cnhe","earthquake",,,,,,
"'575740537401016320'","RT @MEMMOSdubai: Aid worker in cyclone-hit Vanuatu: 'Holding on for dear life' http://t.co/JtbBDsx7Pv @MEMMOSDubai #Dubai #UAE","earthquake",,,,,,
"'575740538059513859'","Vanuatu President Baldwin Lonsdale Says Climate Change 'Contributed' to Disaster: Vanuatu's President Baldwin ... http://t.co/fmkGFBLI6G","earthquake",,,,,,
"'575740541071044608'","The destruction of cyclone Pam - in pictures: Storm has torn through the south Pacific, leaving homes oblitera... http://t.co/pLBHJvGQhj","earthquake",,,,,,
"'575740547605884928'","Tropical Cyclone Olwyn to Hit Western Australia on Friday March 13, 2015 http://t.co/S3oibYBcTh","earthquake",,,,,,
"'575740549564489728'","#Cyclone Pam: Dozens feared dead in Vanuatu - Sydney Morning Herald http://t.co/OQ9IOT0XOY","earthquake",,,,,,
