item_id,item,label,425
389941125185688000,RT @enzodeocales: 411 Year old Loboc Church in Bohol is badly damaged by a 7.2 earthquake. Very heartbreaking ;'(( #PrayForBohol http://t.c…,Informative,
389941297169322000,At least 4 people killed after 7.2 #earthquake hits central #Philippines. #least (http://t.co/3UVVRfBCDs),Informative,
389941297173508000,4 Killed in Philippines Earthquake http://t.co/eJgUk1ZhdQ,Informative,
389941557203186000,"A 7.2-magnitude earthquake struck in southeastern Philippines, says USGS. via @cnnbrk",Informative,
389941670466167000,Mayor Rama announced no classes for both private and public schools until tomorrow. #cebu #earthquakePH | via @cebudailynews,Informative,
389941934720299000,RT @YsaGalan: this is what happened to Baclayon Church. One of the oldest church in Philippines. #earthquake #cebuearthquake http://t.co/8G…,Informative,
389942765183697000,RT @BILLYversCebu: Earthquake!!! First time I felt this.  #PrayforVisayas,not informative,
389942966506500000,Magnitude 7.1 earthquake hits the Philippines! CNN,Informative,
389943318836048000,RT @QueenPetraK: 1 Retweet = 1 Prayer  #PrayforVisayas,not informative,
389943503364850000,RT @FeedTheChildren: Please pray for the people of the Philippines. A 7.2 earthquake hit Cebu and surrounding area today. Two of our staff …,Informative,
389943947956863000,"Bible Prophecy, Rapture, 7.2 Earthquake Philippines Oct 14 2013 | Watch: http://t.co/Xs2KJ3bTba",Informative,
389944363221934000,RT @earthskyscience: Powerful 7.2-magnitude earthquake has rocked southern islands in Philippines.  http://t.co/d5hdAFcXQE http://t.co/6pUk…,Informative,
389944447108014000,Magnitude-7.1 earthquake hits the Philippines:        http://t.co/wBso0bkbij,Informative,
389944585511641000,RT @QueenPetraK: 1 Retweet = 1 Prayer  #PrayforVisayas,not informative,
389945084617032000,Historical Loboc Church after the Earthquake. :(( http://t.co/MNbmjIFl0b #PrayForBohol #PrayForCebu,not informative,
389946623926620000,"RT @JeJeQueenKATH: Don't Tweet It.. Do IT! mdami n nman pampam, mga eseknadora lalo n mga jejes!!  #PrayForVisayas",not informative,
389946850444186000,"Sad,sad,sad news...🙏🙏#PrayForBohol #PrayForCebu",not informative,
389947026588172000,"It hurts my heart seeing the damage of the earthquake that hit Bohol. The Philippines is my 2nd home, it's part of who I am. Urgh. &lt;/3",not informative,
389947278230053000,Major earthquake hits the Philippines - http://t.co/w16B3PW665,Informative,
389947676717875000,"Lord,help us... #PrayForVisayas",not informative,
389947907412996000,RT @inquirerdotnet: INFOGRAPHIC: Map locating the epicentre of a 7.1-magnitude quake that hit central Philippines http://t.co/UztvhpRuPq | …,Informative,
389948112904544000,"RT @NewEarthquake: 5.0 earthquake, 2km SSE of Clarin, Philippines. Oct 15 10:42 at epicenter (14m ago, depth 23km). http://t.co/KKMtEbCOWg",Informative,
389948372963979000,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…,Informative,
389948565880967000,RT @YanTayoEh: Loboc Church in Bohol then and now after the 7.2 magnitude earthquake just today #earthquake #PrayForVisayas (c) http://t.co…,Informative,
389948574282158000,RT @GandangGabiVice: This is really heartbreaking :'( #PrayForVisayas http://t.co/PihNhUmwiW,not informative,
389948620432101000,RT @BILLYversCebu: So this is what happened to Gaisano country mall. #PrayForVisayas http://t.co/AV3zX8TkXV,not informative,
389948708512465000,I hope you really pray for them because your tweets won't make a difference #PrayforVisayas,not informative,
389948880474763000,RT @GandangGabiVice: This is really heartbreaking :'( #PrayForVisayas http://t.co/PihNhUmwiW,not informative,
389948922413593000,Emang di pilipina ada apaan min ?@Update_Transfer: #PrayForPhilippines #PrayForVisayas,not informative,
389948989539238000,RT @owyposadas: Awwwww :( #PrayForVisayas,not informative,
389949027283775000,Let's say our prayers for those affected by the earthquake. #PrayForVisayas #earthquakePH,not informative,
389949065036722000,"RT @ryanb0n: Pray it really works. Dont tweet it, just do it!!  #PrayforVisayas",not informative,
389949367009808000,@G2BArmyCebu Keepsafe ! #PrayForVisayas #PrayForCebu  -- H♥,not informative,
389949492839342000,"RT @NewEarthquake: 7.2 earthquake, 2km S of Nueva Vida Sur, Philippines. Oct 15 08:12 at epicenter (10m ago, 25km Tagbilaran, depth... http…",Informative,
389949580919325000,Praying for everyone in Bohol and Cebu esp. for my relatives there. #PrayforBohol #PrayForCebu,not informative,
389950365258351000,@tomlinsondisney yep. search for #PrayForVisayas and you'll see the church is destroyed by the earthquake :(,Informative,
389950730175390000,RT @GandangGabiVice: This is really heartbreaking :'( #PrayForVisayas http://t.co/PihNhUmwiW,not informative,
389950767898952000,RT @SaklapFriend: God is good all the time. #PrayForVisayas,not informative,
389950814061486000,#PrayForVisayas Earthquake go away don't come again another day .. people wants to live in peace ...,not informative,
389950969225568000,#PrayForVisayas Keep safe everyone! :(,not informative,
389951472546226000,RT @kristeeelclear: Bohol &lt;/3 :( Please pray for our fellow Filipinos affected by the earthquake #PrayForVisayas,not informative,
389951510315942000,RT @japantimes: 7.2M quake jolts Philippines http://t.co/U2MJ09U5V6,Informative,
389951606768558000,RT @owyposadas: Awwwww :( #PrayForVisayas,not informative,
389951820660896000,11:11 #PrayForVisayas sana okay lang sila,not informative,
389951933924274000,"RT @juanxi: Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will...",Informative,
389951942308295000,#PrayForVisayas 😔😔😔😔😔,not informative,
389952277848400000,"RT @Chakan3ss: Congrats sa #GenesisPilot gnda ng effects ramdan ang #Earthquake sa Cebu and Bohol, Loboc church in Bohol #PrayforVisayas an…",not informative,
389952676311474000,RT @jpagreg: #prayforbohol #prayforcebu,not informative,
389952756028424000,#PrayForVisayas Keep Safe EveryOne,not informative,
389953032835711000,RT @miggoww: Loboc Church in Bohol then and now after the 7.2 magnitude earthquake just today #earthquake #PrayForVisayas (cto) http://t.co…,Informative,
389953129292132000,RT @erictayagSays: #bohol earthquake emerging as a major #ph earthquake Let us pray many lives were spared Let us take stock how to respond…,not informative,
389953238352409000,RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay ♡,not informative,
389953452245127000,RT @HoyJanna: #PrayForVisayas 😰,not informative,
389953527767761000,#PrayForVisayas my relatives are okay naman ata ehh.. :(,not informative,
389953578095219000,RT @sunstarcebu: Meat vendor at Mandaue City Public Market killed after getting buried in debris. via @lagunda23 #Cebu #earthquake,Informative,
389953632612803000,"My girls are in the Philippines and there was an earthquake there today, hope they are ok! I feel like a worried mom! :/",not informative,
389954052051595000,"RT @juanxi: Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will com…",Informative,
389954593133588000,RT @AngNasaBabaNito: Loboc Church in Bohol then and now after the 7.2 magnitude earthquake just today #earthquake #PrayForVisayas (c) http:…,Informative,
389954656018776000,Let us pray all those affected by the massive earthquake off in Negros Oriental for their safety &amp; well-being. Lord is w/ us #prayforVISAYAS,not informative,
389954664432943000,"7.2 quake hits central Philippines, killing 6 - The Hindu http://t.co/d5OmOK21LS",Informative,
389954756707242000,Grabe talaga yung nangyare sa Cebu. Thank God di tayo inabot ng lindol. #PrayForBohol,not informative,
389954865742352000,"Ang ganda ng gising ko pero pagbukas ko ng Twitter, trending ang Earthquake magnitude 7.2 sa Bohol Grabe ang Lakas Nun :( #PrayForBohol",not informative,
389955004137611000,"RT @BBCBreaking: 7.2 magnitude earthquake hits central Philippines, killing four, but no tsunami expected say officials http://t.co/5iok6dD…",Informative,
389955020944187000,RT @suthichai: แผ่นดินไหวหนักที่ฟิลิปปินส์ Magnitude-7.1 earthquake hits the Philippines http://t.co/KiWcauu2xo,Informative,
389955171943330000,"Magnitude 7.4 quake hits Philippines, no tsunami threat | Reuters http://t.co/Au2UzVqlNR",Informative,
389955578774032000,RT @RT_com: UPDATE: Six killed after 7.1 #quake hits southern #Philippines (PHOTOS) http://t.co/0J6Eg19Gws,Informative,
389955582980927000,I just heard from the news. I can't imagine how terrible the experience must be for those who are affected. #PrayForBohol #PrayforCebu,not informative,
389955587175219000,huhuhu grabe kusuga sa linog bsan diare sa dipolog may gne wah ray nangaguba..  #PrayForVisayas  #PrayForMindanao,not informative,
389955725557891000,RT @BBCNews: Deadly quake strikes Philippines http://t.co/wM5CMa9wvN,Informative,
389955788485054000,Stay safe everyone! Pray and hope. 🙏 #PrayForVisayas,not informative,
389955977241305000,RT @ADMU_WVT: Our hearts and prayers go out to all our brothers and sisters in Visayas and Mindanao. Stay strong! #OBF #PrayforVisayas #Pra…,not informative,
389956186969498000,RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay ♡,not informative,
389956845449662000,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…,Informative,
389956916749025000,Sad to hear the quake news. Heard these historical churches were ruined. #prayforbohol #prayforph 🙏 http://t.co/UzvACiue7i,Informative,
389956946125550000,RT @SaySAMthing_: Dont tweet it. Do it :) #PrayForVisayas,not informative,
389957470422331000,Several killed in Philippines earthquake http://t.co/Zx7WE9CqC3,Informative,
389957483009044000,RT @BeaDCuenca: #PrayForVisayas 😊,not informative,
389957818520207000,"RT @nprnews: Strong Quake Hits Central Philippines, Aftershocks Continue http://t.co/5t8uFWL6qe",Informative,
389958653215650000,Daghana'g naguba sa Tagbilaran oyy. #Earthquake #Bohol #FB,not informative,
389958657405747000,"RT @nprnews: Strong Quake Hits Central Philippines, Aftershocks Continue http://t.co/5t8uFWL6qe",Informative,
389959085199987000,#prayforBohol http://t.co/lJczvAi5R2,not informative,
389959513031193000,"RT @AyyTangaLangDre: Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …",Informative,
389959592722956000,#PrayForBohol #PrayForCebu 🙏🙏🙏,not informative,
389959991186055000,Ampo ug salig sa Ginoo katawhan sa Bohol ug Cebu. #PrayForVisayas,not informative,
389960226083860000,"RT @thevibrantditch: To everyone in Visayas right now who are affected by the earthquake, please take care! #PrayForVisayas",not informative,
389960427398242000,RT @gretchenho: Heartbreaking to see the Churches have collapsed :( Hope everyone is okay. Keep safe still. Let's #PrayForVisayas.,not informative,
389960439972372000,"Just heard from Fleur, my assistant in the Philippines, that a 7.2 earthquake hit nearby bringing down buildings.... http://t.co/H83DBlyQYV",not informative,
389960570008797000,RT @CBCAlerts: Magnitude 7.2 earthquake strikes Bohol province of #Philippines.,Informative,
389960641315733000,#PrayForVisayas pagdasal po natin yung mga filipinos out there :),not informative,
389961392096149000,#prayforCebu #PrayForBohol #PrayForVisayas #PrayForThePhilippines,not informative,
389961538880012000,RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…,Informative,
389961589232648000,So bale nagising ako kasi gumagalaw yung kama ko. #PrayForVisayas,not informative,
389961740206629000,Please do include on your prayers the victims of the Massive Earthquake. #PrayForVisayas #earthquake,not informative,
389961920570073000,So hearthreaking!! #PrayforVisayas #PrayforPhilippines http://t.co/mDI872Nmm2,not informative,
389961958327218000,Even behind the darkest Clouds...the sun still shines! #PrayForCebu #PrayForVisayas,not informative,
389962168034017000,RT @kimpoyfeliciano: Praying for the safety our brothers and sisters in Cebu and Bohol. #earthquake #PrayForVisayas,not informative,
389962189013930000,RT @enzodeocales: 411 Year old Loboc Church in Bohol is badly damaged by a 7.2 earthquake. Very heartbreaking ;'(( #PrayForBohol http://t.c…,Informative,
389962277069144000,RT @kimpoyfeliciano: Praying for the safety our brothers and sisters in Cebu and Bohol. #earthquake #PrayForVisayas,not informative,
389962293846352000,RT @gretchenho: Heartbreaking to see the Churches have collapsed :( Hope everyone is okay. Keep safe still. Let's #PrayForVisayas.,Informative,
389962335781020000,"RT @AyyTangaLangDre: Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …",not informative,
389962570662027000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389962742653657000,RT @jasminip: #prayforBohol #PrayForCebu 🙏🙏🙏🙏,not informative,
389962826535551000,"Deadly quake strikes Philippines: An earthquake measuring 7.2 magnitude hits the central Philippines, killing ... http://t.co/Pw8H32UxD1",Informative,
389963178857091000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389963396944122000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389963996737962000,Praying for our brothers and sisters from Visayas; I hope they're all fine. #PrayForVisayas  #PrayForThePhilippines #earthquake,not informative,
389964328108954000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389964437139907000,over 110 aftershocks noted :( that's too much...#PrayForVisayas #earthquake,Informative,
389964659450602000,RT @babyren16: “For My house will be called a house of prayer for all the peoples. Isaiah 56:7 #PrayForVisayas Cebu and Bohol. #Philippine…,not informative,
389964802048537000,RT @disguised101: @danicelorenzo: i pray for the safety of the people there in visayas #earthquake #Philippines http://t.co/aNW5FJW3pS St…,not informative,
389965196325695000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389965326332338000,"Grabe natulog lang ako, andami ng nangyari :( #PrayForVisayas #PrayForBohol #PrayForCebu",not informative,
389965745750163000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389965779309175000,"RT @DuudeItsKaren: Saddened to hear about the earthquake that hit the Philippines today. Praying for everyone there, including my family. #…",not informative,
389966291009671000,RT @BBCNews: Deadly quake strikes Philippines http://t.co/wM5CMa9wvN,Informative,
389966760801075000,RT @AngeL_LocKring: This is beyond imagination! Heart-wrenching! #PrayForVisayas #PrayForBohol #PrayForCebu http://t.co/eclKkM7J52,not informative,
389967612244816000,RT @krungy21: #prayforbohol #prayforcebu,not informative,
389967637402231000,My prayer goes to all the Bohol and Cebu victims of the earthquake earlier. #PrayForBohol #PrayForCebu,not informative,
389967809377100000,RT @Blaze_2014: Let us all pray for our brothers and sisters in Cebu and Bohol. #prayforcebu #prayforbohol 🙏,not informative,
389968019079696000,RT @WorldVisionNZ: Casualties from 7.2 #earthquake in the #Philippines is now 20+ according to authorities,Informative,
