item_id,item,label,,,,,,
'575739034749685760',RT @UNICEFNZ: @professorPK We've also opened an urgent appeal for the children of #Vanuatu: http://t.co/IBp1ogAJp6. Please share! #TCPam #C‰Û_,Informative,,,,,,
'575739038595833856','Cyclone college' brings hope to India's vulnerable coastal community http://t.co/3WX3a5EXRA,Informative,,,,,,
'575739040797884416',"Dozens feared dead after Super Cyclone Pam slams into Vanuatu, in pictures: Terrifying tropical cyclone crosse... http://t.co/jcPSjCrqmN",Informative,,,,,,
'575739042353934336',"RT @billmckibben: As rescuers start to reach Vanuatu's outer islands, they find people having to drink saltwater to stay alive http://t.co/‰Û_",Informative,,,,,,
'575739096116523008',"Australian cyclone makes landfall, losses strength - SYDNEY (Reuters) - A åÊpowerful tropical cyclone was losing st... http://t.co/T6G2Dm5aqX",Informative,,,,,,
'575739114076569600',Cyclone Pam Leaves Trail of Destruction in Pacific's Vanuatu http://t.co/onIpscUcbH #international,Informative,,,,,,
'575739156485144576',RT @UNDP_Pacific: #Vanuatu Gov has demonstrated commitment to ensuring #TCPam response is coordinated &amp, well planned says our Rep #OsnatLub‰Û_,Informative,,,,,
'575739164894883841',"As U.N. Backs Fossil Fuel Divestment, Bill McKibben on Vanuatu, Oxford Vote, California Water Crisis http://t.co/cp9riZIYX4",not informative,,,,,,
'575739170754166784',"Pam Courson (wife of Jim Morrison, 1960s,70s) via /r/OldSchoolCool http://t.co/PAOoz0CE2m http://t.co/TFknibzoYg",not informative,,,,,,
'575739189536382976',RT @katastraphe007: @TMZ it's so shameful to disgrace sam's good name for a fake story! none of this is true and hurtful to me as his gf. p‰Û_,not informative,,,,,,
'575739205466238976',Death toll rises in Vanuatu cyclone to 24 dead  http://t.co/18285KPGfJ,Informative,,,,,,
'575739263288877057',Pam Grier is vintage fine.,not informative,,,,,,
'575739322349043713',"RT @bbcweather: Weaker #CyclonePam heading to #NewZealand. North of North Island expecting 70mph winds, 100mm rain &amp; big waves. DB http://t‰Û_",Informative,,,,,,
'575739458424807425',"Tropical cyclone Pam, one of the strongest tropical cyclones in recorded history has caused devastation in Vanuatu, now  headed for for NZ",Informative,,,,,,
'575739460580548608',"President: Cyclone devastation forcing Vanuatu to start anew: WELLINGTON, New Zealand (AP) ‰ÛÓ Vanuatu's preside... http://t.co/uGWGzKqBhy",Informative,,,,,,
'575739466649731074',"Huge Pacific cyclone devastates Vanuatu, at least eight dead http://t.co/PbkvfyabIB #EMM",Informative,,,,,,
'575739473075531777',RT @robwoozle: ZoÌÇ will be on @666canberra ABC radio at about 7:20am live from Vanuatu. Live stream here if you're not in Canberra: http://‰Û_,Informative,,,,,,
'575739524644372481',"RT @AP: Pacific island nation of Vanuatu, already suffering from climate change, devastated by Cyclone Pam: http://t.co/yrJPllsgNr",Informative,,,,,,
'575739573227024384',Cyclone Pam: scale of destruction emerges as Vanuatu picks up the pieces ‰ÛÒ in pictures: Relief efforts continu... http://t.co/9cxcFsEuOk,Informative,,,,,,
'575739674251128832',"Pam 'wiped out' Vanuatu development: Cyclone Pam has ""wiped out"" development in Vanuatu, its president says, a... http://t.co/iL13P7FWE7",Informative,,,,,,
'575739728873459713',#News: At least 8 dead after Cyclone Pam rips through Vanuatu - VIDEO: Dozens feared dead aft... http://t.co/kfMfxL7X2k via @TheNewsHype,Informative,,,,,,
'575739748641206272',Cyclone over in the something islands killed 6 people. Damn. #scary,Informative,,,,,,
'575739769180811266',10:11AM 13 March Vanuatu is there under #TCPam somewhere. Gud luck lo evriwan wea i stap lo #Vanuatu naoia! http://t.co/9aGI3i0bgc,Informative,,,,,,
'575739780564172800',RT @HumanityRoad: MT @mapaction MapAction Vanuatu - #CyclonePam map digest for 19/03/2015 - http://t.co/nrRu6VuVx7 #TCPam #reliefVU #hmrd v‰Û_,Informative,,,,,,
'575739811283275776',Cyclone Pam: Vanuatu 'needs food' http://t.co/ZlyEafDHzv,Informative,,,,,,
'575739841511571457',"RT @FayFerrucci: When Pam calls iris ""sistaz"" lol #isibaya",not informative,,,,,,
'575739844850270208','Unbelievable Destruction' Reported After Cyclone Slams Vanuatu http://t.co/mpT7ekXNDm,Informative,,,,,,
'575739845487755264',"RT @FrancesCook: Conservative estimate, 70% of Port Vila hospital unusuable. Can't chill medicine, they're short of blood. #CyclonePam http‰Û_",Informative,,,,,,
'575739867256086529',RT @Franklin_Graham: We are sending a @samaritanspurse medical team to set up a mobile clinic with outpatient care for victims of #CycloneP‰Û_,Informative,,,,,,
'575739911552241664',VIDEO: Australia and NZ fly aid to Vanuatu http://t.co/iogxWN1FRY,Informative,,,,,,
'575739941076013057',"In a country ripe for natural disasters, this Vanuatu man has survived them all, @nickgbperry reports: http://t.co/n6ms4TYLRu Via @ap",Informative,,,,,,
'575739949590282240',"RT @cnnbrk: 6 people confirmed dead in Pacific Island nation of Vanuatu from destruction by Tropical Cyclone Pam, UNICEF said. http://t.co/‰Û_",Informative,,,,,,
'575740031933022209',RT @gstylianou_rnz: Great video/words/pics by @scowlishaw and Lawrence Smith. #TCPam #Vanuatu http://t.co/8taBXPD9HF,not informative,,,,,,
'575740048655585280',"RT @ScheuerJo: Vanuatu: at the apex of #climate change, disaster risk reduction, and recovery #DRR @UNDP http://t.co/A0XcfFWj3m",Informative,,,,,,
'575740193631789057',Seriously Jim makes me weak in the knees with the way he talks about Pam‰_•ü‡_¢D,not informative,,,,,,
'575740280193740800',RT @mercycorps: We are monitoring conditions &amp, needs on the ground after massive Cyclone Pam devastates islands of #Vanuatu: http://t.co/Wq‰Û_,Informative,,,,,
'575740280466464768',‰ÛÏ@yeyii7_4mnky: Pam‡_ä7 http://t.co/y7SCxqfLLc by jayvelisse #phhhoto‰Û ‰_•ü‰_•ü‰_•ü‰_•ü,not informative,,,,,,
'575740333805453314',"RT @TheAtlantic: Photos from the island nation of Vanuatu, which was devastated by Cyclone Pam on March 13  http://t.co/OusmEOhA1e http://t‰Û_",Informative,,,,,,
'575740345117372416',"RT @mcgregor_ewan: Up to 60,000 children at risk after #CyclonePam hits #Vanuatu &amp; region Please donate to help Unicef's rapid response htt‰Û_",Informative,,,,,,
'575740409634254848',RT @LukeScheer: @ZachIsADouche CyclONE AND DONE has a good ring to it.,not informative,,,,,,
'575740430731509761',"First time we've been back to Iririki post-#TCPam. Yachts impaled into the jetty, no power. We can't return just yet. http://t.co/f1Fgs53HPb",not informative,,,,,,
'575740494900125696',RT @OxfamFC: Cyclone Pam Response http://t.co/u11hyK8Mnt,Informative,,,,,,
'575740496414294016',RT @CNN: Aid workers scramble to help Cyclone Pam victims in Vanuatu: http://t.co/PmVmrl6RZW http://t.co/S9oQhF8zqj,Informative,,,,,,
'575740497391583232',RT @smitharyy: ‰ Õ http://t.co/8UWj6hzdEL Vanuatu #Vanuatu Flights Over Vanuatu Are Expected to Reveal Cyclone Devastation 59  Newfoundland C‰Û_,Informative,,,,,,
'575740499987824640',RT @CAREAustralia: Our @thomasmperry landed in #Vanuatu at midday on first aid flight &amp, got first pics out #TCpam http://t.co/zezTtF5cet,Informative,,,,,
'575740500252098560',RT @UsamaAdil: Because she moves her body like a cyclone~,not informative,,,,,,
'575740500424065024',"RT @unicefaustralia: ""I have to be strong for them...The children here need food, clothes, shoes."" #CyclonePam http://t.co/oFIuk1YLx2 https‰Û_",Informative,,,,,,
'575740501397143552',VIDEO: Cyclone Pam: 'My hotel is shaking' http://t.co/9O5bHE18ii,Informative,,,,,,
'575740502353428480',RT @Yunaaaa: Some 54kåÊ#childrenåÊinåÊ#VanuatuåÊare affected by cyclone Pam.åÊ@UNICEFåÊis on the ground but needs your help. Go http://t.co/q55QU‰Û_,Informative,,,,,,
'575740503242625024',Fears Dozens Killed By Powerful Cyclone Pam via /r/worldnews http://t.co/rESXToWKL6,Informative,,,,,,
'575740504421220352',Aid Heads for Vanuatu After Devastating Pacific Cyclone: The first shipments of aid headed for Vanuatu on Sunday as authorities decla...,Informative,,,,,,
'575740504484130816',Cyclone Pam: Australia sends more personnel to Vanuatu (What about helping out with #climatechange as well? #Auspol) http://t.co/7Rmy24fpdu,Informative,,,,,,
'575740504760975360',Vanuatu Blames Global Warming as Cyclone Causes Nation‰Ûªs Worst Climate Disaster in Recent Memory | Democracy Now! http://t.co/tFCrHlUfFP,Informative,,,,,,
'575740507524984833',Devastated Vanuatu starts to get aid: The first planeloads of international aid arrive on the Pacific archipel... http://t.co/eiPIHFauGY,Informative,,,,,,
'575740508011548672',One report: Cyclone Pam leaves 'most' of #Vanuatu population homeless. ABC: http://t.co/PChdgmBx3z #auspol Australia sends aid.,Informative,,,,,,
'575740508049309696',"Cyclone Pam 'roared, squealed, hissed' as it hit  http://t.co/6X2YsiPv8H",Informative,,,,,,
'575740508695195648',#NRLTigersDragons #news Two more planes headed to cyclone zone - Sky News Australia  http://t.co/3vuDOud9xf,Informative,,,,,,
'575740510901420032',[RSMC-JMA] Tropical Cyclone Advisory for Analysis and Forecast 2015-03-16T09:00:00Z http://t.co/zvpzB1upQo,Informative,,,,,,
'575740513795473408',"RT @Oxfam: ""People of #Vanuatu are going to need a lot of help to rebuild their homes and their lives"", #CyclonePam http://t.co/g5UMHtL211",Informative,,,,,,
'575740513799704576',Just in: Bishop announces $5 million aid package for cyclone-hit Vanuatu http://t.co/uiqd9gHWNu #news,Informative,,,,,,
'575740514114252800',"RT @Solar_unique: Lmaoooooooooo ""@Dxski_: Girls. Call your boyfriends NOWWWWW!   Know your place.  Pam, Pam, Pam, another 11 years don come‰Û_",not informative,,,,,,
'575740514894413824',Race to aid Vanuatu cyclone victims http://t.co/hBSbFB6GLr,Informative,,,,,,
'575740515196391425',"Cyclone Pam: 'Like a bomb': The fury of Tropical Cyclone Pam, one of the most powerful storms to make landfall... http://t.co/zoJIox9qbA",Informative,,,,,,
'575740516022669313',#Indonesia #Bahrain Cyclone PAM leaves death and destruction on its path in the Pacific http://t.co/bGgWkgbCuF #Brazil #Argentina,Informative,,,,,,
'575740519776567297',RT @guardiannews: Cyclone Pam: Vanuatu hit by death and widespread devastation ‰ÛÒ rolling coverage http://t.co/AhYUEWa0oE,Informative,,,,,,
'575740520758038529',"RT @WorldVisionMsia: Pray for the people of Vanuatu as #CyclonePam at category 5, which is the strongest, moves  towards Vanuatu with winds‰Û_",Informative,,,,,,
'575740521349435393',RT @ABCNews24: Cat 5 #CyclonePam is one of the strongest ever storms recorded in S hemisphere Image: Vanuatu Meteorological Services http:/‰Û_,Informative,,,,,,
'575740521890476032',@FijiGov_RMDNDM 40 Fijian soldiers &amp, medical personnel arrived today in Port Vila to assist #Vanuatu http://t.co/IndQU4gw8i #TCPam #hmrd,Informative,,,,,
'575740523299778560',Stories of despair and destruction from Cyclone Pam survivors:  Cyclone Pam has caused widespread devastation ... http://t.co/yKAVJG8jOa,Informative,,,,,,
'575740523920535553',"Around 82,000 children in Vanuatu in need of humanitarian assistance following Cyclone Pam, aid agency says - @UNICEF http://t.co/nNb6O6z7LZ",Informative,,,,,,
'575740525501771776',RT @Schafernaker: Nice avo salad tonight looked like a cyclone! :P http://t.co/8Mb8SYX2Uu,Informative,,,,,,
'575740525602455552',RT @nicdasilva: Hanging with #Vanuatu locals in 2005. And now they need our help. #CyclonePam @UNWomenAust  https://t.co/sPgw2q7AoB http://‰Û_,Informative,,,,,,
'575740526961393664',RT @OCHAAsiaPac: Team landed in Brisbane. Access to devastated islands of #Vanuatu is challenging. #CyclonePam caused major damage. http://‰Û_,Informative,,,,,,
'575740527913537536',Next - relief for loved ones after contact is made from #Vanuatu #7newsQ continues http://t.co/5fyPdSAUys,Informative,,,,,,
'575740528546832384',RT @abcnews: Aid to head to #Vanuatu's remote islands to survey #CyclonePam damage http://t.co/rk5GQdoSWK (Pic: @UNICEFPacific) http://t.co‰Û_,Informative,,,,,,
'575740528920125440',"#tropicalstorm #Guam: 0700 ChST 15 Mar 15 NWS Guam forecast track, Tropical Storm Bavi (03W). http://t.co/D79laflys9 #Bavi #BettyPH #03W",Informative,,,,,,
'575740529125646336',Nouveau favori : Her Crazy Life - [The Dave Cash Collection] de Pam Tillis http://t.co/uCGozrkkyC @Deezer,not informative,,,,,,
'575740529889050625',RT @newscientist: #Vanuatu has been smashed by cyclone Pam - and climate change is probably to blame http://t.co/3qW99KnB4q http://t.co/K5t‰Û_,Informative,,,,,,
'575740532384620544',"@UN_Spokesperson: yes sir, i know ur dealing w the cyclone",not informative,,,,,,
'575740534662156288',Sonando en http://t.co/CqdhknPfNi: #DJOmarCedeÌ±o Ft. @DjEdu593 - Pum Pam Riddim - Intro | @officialecua,not informative,,,,,,
'575740535148711936',"RT @TobyHater: Pam, you failed art school. Boom. Roasted.",not informative,,,,,,
'575740535173861376',RT @DeniseJonas: #Repost @convoyofhope with repostapp.‰¡‹ÄÈ‹ÄÈ‹ÄÈ‰¡We have teams on their way to Vanuatu in response to‰Û_ https://t.co/KUSoymtU1o,Informative,,,,,,
'575740536159494145',BBCWorld: Aerial photos show devastation caused by Cyclone Pam to Vanuatu capital Port Vila http://t.co/y4mSj12SF1 http://t.co/wnr6e9rNhY,Informative,,,,,,
'575740536218259456',"MT @kenny_ang #Vanuatu-Unelco trying to fix power in &amp; around Port Vila, many power lines need to be cleaned up or replaced #TCPam #hmrd via",Informative,,,,,,
'575740536763609090',RT @CainTess: Today is going to be very busy as NDMO &amp, NGO partners start distributing the first lot of food aid - the logistics are mind-b‰Û_,not informative,,,,,
'575740536864120832',Tropical Cyclone Pam: Julie Bishop visits Vanuatu to assess damage after storm - ABC Online http://t.co/7FZ0k7cnhe,Informative,,,,,,
'575740537401016320',RT @MEMMOSdubai: Aid worker in cyclone-hit Vanuatu: 'Holding on for dear life' http://t.co/JtbBDsx7Pv @MEMMOSDubai #Dubai #UAE,Informative,,,,,,
'575740538059513859',Vanuatu President Baldwin Lonsdale Says Climate Change 'Contributed' to Disaster: Vanuatu's President Baldwin ... http://t.co/fmkGFBLI6G,Informative,,,,,,
'575740541071044608',"The destruction of cyclone Pam - in pictures: Storm has torn through the south Pacific, leaving homes oblitera... http://t.co/pLBHJvGQhj",Informative,,,,,,
'575740547605884928',"Tropical Cyclone Olwyn to Hit Western Australia on Friday March 13, 2015 http://t.co/S3oibYBcTh",Informative,,,,,,
'575740549564489728',#Cyclone Pam: Dozens feared dead in Vanuatu - Sydney Morning Herald http://t.co/OQ9IOT0XOY,Informative,,,,,,
'575740559052034048',"So here is next video from Pam and Mike, where they wanted to show you what really works with some proven strategies. http://t.co/7KnJIDA8Ez",not informative,,,,,,
'575740561233072128',VIDEO: Vanuatu cyclone clean up begins http://t.co/mO9fK3Ol0g,Informative,,,,,,
'575740561417748480',RT @mellberr: åÈ http://t.co/OZSqEyaX67 Eight confirmed dead after Cyclone Pam ravages Vanuatu #Vanuatu  520 http://t.co/dLNzEVqRA9,Informative,,,,,,
'575740563435098112',RT @UNICEFPacific: Cyclone #Pam Our thoughts and prayers are with the people of #Vanuatu during this difficult time @UNICEFPacific,Informative,,,,,,
'575740579931275264',"RT @nprnews: After 'Monster' Storm Hits Vanuatu, Leader Pleads For Aid http://t.co/w3UVFnW7yq",Informative,,,,,,
'575740589578178560',President of cyclone-hit Vanuatu urges global action on disasters http://t.co/yqMuHTMgDC,Informative,,,,,,
